DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
06/09/2016,21:25,,,40.5843278,-73.9160259,"(40.5843278, -73.9160259)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461339,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,13:50,,,40.6427022,-73.8765985,"(40.6427022, -73.8765985)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461392,PASSENGER VEHICLE,,,,
06/09/2016,7:41,BROOKLYN,11205,40.6963828,-73.9527761,"(40.6963828, -73.9527761)",                                ,                                ,116 NOSTRAND AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461440,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,12:15,BROOKLYN,11221,40.6863106,-73.9431884,"(40.6863106, -73.9431884)",                                ,                                ,382 MONROE STREET                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461441,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,14:17,BROOKLYN,11216,40.6856819,-73.9487994,"(40.6856819, -73.9487994)",                                ,                                ,245 MONROE STREET                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461442,PASSENGER VEHICLE,OTHER,,,
06/09/2016,14:05,BROOKLYN,11216,40.6804375,-73.9505628,"(40.6804375, -73.9505628)",                                ,                                ,1248 FULTON STREET                      ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3461443,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,16:30,BROOKLYN,11206,40.7006735,-73.9422998,"(40.7006735, -73.9422998)",                                ,                                ,764 FLUSHING AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461445,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,19:00,,,40.6661904,-73.7917519,"(40.6661904, -73.7917519)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461540,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,23:55,,,40.7469334,-73.8486506,"(40.7469334, -73.8486506)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461650,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,20:15,MANHATTAN,10002,40.7224697,-73.9871351,"(40.7224697, -73.9871351)",EAST HOUSTON STREET             ,LUDLOW STREET                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461835,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:40,MANHATTAN,10019,40.7651023,-73.9766434,"(40.7651023, -73.9766434)",                                ,                                ,1421 AVENUE OF THE AMERICAS             ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3461892,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,11:40,MANHATTAN,10036,40.7609926,-73.990759,"(40.7609926, -73.990759)",9 AVENUE                        ,WEST 46 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461894,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,11:55,MANHATTAN,10036,40.7580218,-73.9817932,"(40.7580218, -73.9817932)",WEST 47 STREET                  ,AVENUE OF THE AMERICAS          ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3461895,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
06/09/2016,14:00,MANHATTAN,10037,40.8096716,-73.9398717,"(40.8096716, -73.9398717)",                                ,                                ,2121 5 AVENUE                           ,0,0,0,0,0,0,0,0,Unspecified,,,,,3461951,PASSENGER VEHICLE,,,,
06/09/2016,18:15,BRONX,10474,40.8166622,-73.8879967,"(40.8166622, -73.8879967)",HUNTS POINT AVENUE              ,LAFAYETTE AVENUE                ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3461983,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,1:53,BROOKLYN,11203,40.6603165,-73.935937,"(40.6603165, -73.935937)",                                ,                                ,737 RUTLAND ROAD                        ,0,0,0,0,0,0,0,0,Unspecified,,,,,3462162,PASSENGER VEHICLE,,,,
06/09/2016,8:45,BROOKLYN,11207,40.6629439,-73.8955322,"(40.6629439, -73.8955322)",RIVERDALE AVENUE                ,GEORGIA AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3462202,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,22:30,MANHATTAN,10005,40.7057956,-74.0098645,"(40.7057956, -74.0098645)",WILLIAM STREET                  ,EXCHANGE PLACE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3462537,AMBULANCE,PASSENGER VEHICLE,,,
06/09/2016,18:21,BROOKLYN,11207,40.6571935,-73.8895908,"(40.6571935, -73.8895908)",                                ,                                ,850 PENNSYLVANIA AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3462879,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,11:14,MANHATTAN,10013,40.7168711,-74.0040258,"(40.7168711, -74.0040258)",BROADWAY                        ,LEONARD STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3463498,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,11:30,MANHATTAN,10011,40.744099,-73.9956441,"(40.744099, -73.9956441)",7 AVENUE                        ,WEST 23 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3463594,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,17:00,MANHATTAN,10016,40.74478,-73.9758819,"(40.74478, -73.9758819)",EAST 34 STREET                  ,2 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3463974,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,19:20,BRONX,10451,40.826909,-73.9310215,"(40.826909, -73.9310215)",MAJOR DEEGAN EXPRESSWAY         ,EAST 157 STREET                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3464236,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,13:40,BROOKLYN,11235,40.5878604,-73.9552651,"(40.5878604, -73.9552651)",EAST 14 STREET                  ,AVENUE Z                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3464356,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,13:15,MANHATTAN,10016,40.7500098,-73.9813334,"(40.7500098, -73.9813334)",                                ,                                ,240 MADISON AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3464935,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
06/09/2016,13:15,MANHATTAN,10009,40.7282467,-73.981924,"(40.7282467, -73.981924)",                                ,                                ,168 AVENUE A                            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3465531,PICK-UP TRUCK,OTHER,,,
06/09/2016,15:00,QUEENS,11432,40.7129385,-73.7826256,"(40.7129385, -73.7826256)",HILLSIDE AVENUE                 ,180 STREET                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3467807,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,8:20,MANHATTAN,10027,40.8089731,-73.9483252,"(40.8089731, -73.9483252)",7 AVENUE                        ,WEST 125 STREET                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3468673,PASSENGER VEHICLE,,,,
06/09/2016,9:35,QUEENS,11435,40.7001853,-73.8034621,"(40.7001853, -73.8034621)",                                ,                                ,94-01 150 STREET                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3469944,PASSENGER VEHICLE,OTHER,,,
06/09/2016,18:00,BROOKLYN,11207,40.6790974,-73.8873048,"(40.6790974, -73.8873048)",FULTON STREET                   ,WARWICK STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3470703,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,15:47,BROOKLYN,11216,40.6836048,-73.9502324,"(40.6836048, -73.9502324)",                                ,                                ,450 NOSTRAND AVENUE                     ,1,0,1,0,0,0,0,0,Unspecified,,,,,3470768,PASSENGER VEHICLE,,,,
06/09/2016,17:00,BROOKLYN,11221,40.6841727,-73.9382902,"(40.6841727, -73.9382902)",                                ,                                ,376 MARCUS GARVEY BOULEVARD             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3470771,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/09/2016,0:00,BROOKLYN,11213,40.6708177,-73.9353826,"(40.6708177, -73.9353826)",                                ,                                ,1292 SAINT JOHNS PLACE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3471593,PASSENGER VEHICLE,,,,
06/09/2016,17:15,MANHATTAN,10036,40.7615008,-73.9978197,"(40.7615008, -73.9978197)",WEST 43 STREET                  ,11 AVENUE                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3471946,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,13:48,BROOKLYN,11237,40.702193,-73.9177846,"(40.702193, -73.9177846)",                                ,                                ,330 HIMROD STREET                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3472340,PASSENGER VEHICLE,,,,
06/09/2016,14:15,MANHATTAN,10011,40.7365372,-73.9949049,"(40.7365372, -73.9949049)",                                ,                                ,36 WEST 14 STREET                       ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3473374,VAN,VAN,,,
06/09/2016,20:00,MANHATTAN,10018,40.7561564,-73.9912398,"(40.7561564, -73.9912398)",                                ,                                ,304 WEST 40 STREET                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3474167,PASSENGER VEHICLE,,,,
06/09/2016,15:15,QUEENS,11433,40.7048554,-73.7916543,"(40.7048554, -73.7916543)",168 STREET                      ,93 AVENUE                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3475170,PASSENGER VEHICLE,OTHER,,,
06/09/2016,19:28,BROOKLYN,11208,40.6697253,-73.8609622,"(40.6697253, -73.8609622)",LINDEN BOULEVARD                ,DREW STREET                     ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3477078,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2016,18:00,BROOKLYN,11203,40.6370432,-73.9307746,"(40.6370432, -73.9307746)",                                ,                                ,1000 EAST 48 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3483066,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
